ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-2+StopWordRemoval,FNS31879,31879.TXT,0.20062,0.17300,0.18579,4

ROUGE-SU4+StopWordRemoval,FNS31879,31879.TXT,0.28045,0.20125,0.23434,4

ROUGE-L+StopWordRemoval,FNS31517,31517.TXT,0.37079,0.46314,0.41185,4

ROUGE-1+StopWordRemoval,FNS31517,31517.TXT,0.40039,0.55765,0.46612,4

ROUGE-2+StopWordRemoval,FNS31517,31517.TXT,0.21620,0.31716,0.25712,4

ROUGE-SU4+StopWordRemoval,FNS31517,31517.TXT,0.28848,0.32975,0.30774,4

ROUGE-L+StopWordRemoval,FNS32848,32848.TXT,0.49818,0.48006,0.48895,3

ROUGE-1+StopWordRemoval,FNS32848,32848.TXT,0.53215,0.55636,0.54399,3

ROUGE-2+StopWordRemoval,FNS32848,32848.TXT,0.30400,0.32473,0.31403,3

ROUGE-SU4+StopWordRemoval,FNS32848,32848.TXT,0.39521,0.30585,0.34484,3

ROUGE-L+StopWordRemoval,FNS32849,32849.TXT,0.24325,0.63977,0.35248,3

ROUGE-1+StopWordRemoval,FNS32849,32849.TXT,0.25452,0.75888,0.38119,3

ROUGE-2+StopWordRemoval,FNS32849,32849.TXT,0.13327,0.42531,0.20295,3

ROUGE-SU4+StopWordRemoval,FNS32849,32849.TXT,0.18475,0.42873,0.25822,3

ROUGE-L+StopWordRemoval,FNS32609,32609.TXT,0.38027,0.28867,0.32820,3

ROUGE-1+StopWordRemoval,FNS32609,32609.TXT,0.48235,0.42200,0.45016,3

ROUGE-2+StopWordRemoval,FNS32609,32609.TXT,0.22554,0.12659,0.16216,3

ROUGE-SU4+StopWordRemoval,FNS32609,32609.TXT,0.30397,0.17158,0.21935,3

