ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-2+StopWordRemoval,FNS31879,31879.TXT,0.15287,0.09785,0.11932,4

ROUGE-SU4+StopWordRemoval,FNS31879,31879.TXT,0.22949,0.13339,0.16871,4

ROUGE-L+StopWordRemoval,FNS31517,31517.TXT,0.25557,0.26142,0.25846,4

ROUGE-1+StopWordRemoval,FNS31517,31517.TXT,0.33821,0.45316,0.38734,4

ROUGE-2+StopWordRemoval,FNS31517,31517.TXT,0.11701,0.16269,0.13612,4

ROUGE-SU4+StopWordRemoval,FNS31517,31517.TXT,0.19867,0.21343,0.20579,4

ROUGE-L+StopWordRemoval,FNS32848,32848.TXT,0.38255,0.37773,0.38012,3

ROUGE-1+StopWordRemoval,FNS32848,32848.TXT,0.44985,0.47092,0.46014,3

ROUGE-2+StopWordRemoval,FNS32848,32848.TXT,0.21524,0.21799,0.21661,3

ROUGE-SU4+StopWordRemoval,FNS32848,32848.TXT,0.30480,0.23244,0.26375,3

ROUGE-L+StopWordRemoval,FNS32849,32849.TXT,0.05916,0.59216,0.10757,3

ROUGE-1+StopWordRemoval,FNS32849,32849.TXT,0.16698,0.57431,0.25874,3

ROUGE-2+StopWordRemoval,FNS32849,32849.TXT,0.06238,0.18216,0.09293,3

ROUGE-SU4+StopWordRemoval,FNS32849,32849.TXT,0.08858,0.20005,0.12279,3

ROUGE-L+StopWordRemoval,FNS32609,32609.TXT,0.28923,0.23047,0.25653,3

ROUGE-1+StopWordRemoval,FNS32609,32609.TXT,0.44221,0.38304,0.41050,3

ROUGE-2+StopWordRemoval,FNS32609,32609.TXT,0.12417,0.08525,0.10109,3

ROUGE-SU4+StopWordRemoval,FNS32609,32609.TXT,0.23220,0.14343,0.17733,3

